,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
4871,4871,4871,39659,94175,Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,,,,,94175_20180202,2/2/2018 0:00,,New Ownership,94175_20180202_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180202,103149,2018-02-02,1,0,0,0,0,0,0
4872,4872,4872,39664,85601,Fogo de Chao,201 03rd St Suite 100,San Francisco,CA,94103,,,,14157254523.0,85601_20160226,2/26/2016 0:00,96.0,Routine - Unscheduled,85601_20160226_103133,Foods not protected from contamination,Moderate Risk,20160226,103133,2016-02-26,0,1,0,0,0,0,1
4875,4875,4875,39676,88347,Marufuku Ramen,1581 Webster St 235,San Francisco,CA,94115,,,,14155367873.0,88347_20170329,3/29/2017 0:00,91.0,Routine - Unscheduled,88347_20170329_103104,Unauthorized or unsafe use of time as a public health control measure,High Risk,20170329,103104,2017-03-29,0,0,0,0,2,0,0
4879,4879,4879,39734,88883,Jane the Bakery,1875 Geary Blvd,San Francisco,CA,94115,,,,,88883_20170224,2/24/2017 0:00,92.0,Routine - Unscheduled,88883_20170224_103120,Moderate risk food holding temperature,Moderate Risk,20170224,103120,2017-02-24,0,0,0,0,2,0,0
4887,4887,4887,39819,87628,Halal Cart SF,1 Market St,San Francisco,CA,94105,,,,,87628_20170628,6/28/2017 0:00,82.0,Routine - Unscheduled,87628_20170628_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170628,103119,2017-06-28,0,0,0,4,1,0,0
4896,4896,4896,39940,71726,InfiniTea,5351 GEARY Blvd,San Francisco,CA,94121,,,,14155751744.0,71726_20170728,7/28/2017 0:00,86.0,Routine - Unscheduled,71726_20170728_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170728,103144,2017-07-28,0,0,5,0,0,0,0
4898,4898,4898,39964,89396,Bambu Desserts & Drinks,"6050 Geary Blvd.,  Suite 101A",San Francisco,CA,94121,,,,,89396_20170823,8/23/2017 0:00,88.0,Routine - Unscheduled,89396_20170823_103132,Improper thawing methods,Moderate Risk,20170823,103132,2017-08-23,0,0,4,0,0,0,0
4900,4900,4900,39988,88202,Starco Mart,1070 Howard St,San Francisco,CA,94103,,,,,88202_20170330,3/30/2017 0:00,92.0,Routine - Unscheduled,88202_20170330_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170330,103119,2017-03-30,0,0,0,0,2,0,0
4904,4904,4904,40031,83746,The Lord George,555 02nd St,San Francisco,CA,94107,,,,,83746_20170315,3/15/2017 0:00,94.0,Routine - Unscheduled,83746_20170315_103131,Moderate risk vermin infestation,Moderate Risk,20170315,103131,2017-03-15,0,0,0,0,2,0,0
4909,4909,4909,40086,91176,Indian Palace,2154 Mission St,San Francisco,CA,94110,,,,14155657710.0,91176_20170926,9/26/2017 0:00,83.0,Routine - Unscheduled,91176_20170926_103131,Moderate risk vermin infestation,Moderate Risk,20170926,103131,2017-09-26,0,0,4,0,0,0,0
4922,4922,4922,40272,82232,"24 Hour Fitness Club, #273",3951 Alemany Blvd,San Francisco,CA,94132,,,,,82232_20160428,4/28/2016 0:00,90.0,Routine - Unscheduled,82232_20160428_103139,Improper food storage,Low Risk,20160428,103139,2016-04-28,1,0,0,5,0,3,0
4924,4924,4924,40289,94269,Raavi Indian Nepalese,1063 Market St,San Francisco,CA,94103,,,,,94269_20180206,2/6/2018 0:00,92.0,Routine - Unscheduled,94269_20180206_103132,Improper thawing methods,Moderate Risk,20180206,103132,2018-02-06,2,0,0,0,0,0,0
4928,4928,4928,40376,87765,Hinodeya,1737 Buchanan St,San Francisco,CA,94115,,,,14155750552.0,87765_20170313,3/13/2017 0:00,79.0,Routine - Unscheduled,87765_20170313_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170313,103154,2017-03-13,0,0,0,0,6,0,0
4935,4935,4935,40516,83971,Moscone North Lower Lobby,747 Howard St,San Francisco,CA,94103,,,,,83971_20170303,3/3/2017 0:00,92.0,Routine - Unscheduled,83971_20170303_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170303,103124,2017-03-03,0,0,0,0,2,0,0
4941,4941,4941,40577,77058,Human Video Game LLC,550 15th St Unit 1,San Francisco,CA,94103,,,,,77058_20170809,8/9/2017 0:00,92.0,Routine - Unscheduled,77058_20170809_103161,Low risk vermin infestation,Low Risk,20170809,103161,2017-08-09,0,0,3,0,0,0,0
4946,4946,4946,40690,89545,The Pub,900 North Point St Ste. H104,San Francisco,CA,94109,,,,,89545_20170118,1/18/2017 0:00,88.0,Routine - Unscheduled,89545_20170118_103120,Moderate risk food holding temperature,Moderate Risk,20170118,103120,2017-01-18,0,0,0,0,3,0,0
4950,4950,4950,40762,90239,Alba Ray's,2293 Mission St,San Francisco,CA,94110,,,,14159881393.0,90239_20170906,9/6/2017 0:00,88.0,Routine - Unscheduled,90239_20170906_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170906,103119,2017-09-06,0,0,3,0,0,0,0
4955,4955,4955,40809,83968,Moscone West Lobby 1,800 Howard St,San Francisco,CA,94103,,,,,83968_20170303,3/3/2017 0:00,94.0,Routine - Unscheduled,83968_20170303_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170303,103149,2017-03-03,0,0,0,0,2,0,0
4969,4969,4969,41217,80304,Sodexo America LLC #43725001,101 Market St,San Francisco,CA,94105,,,,,80304_20170327,3/27/2017 0:00,90.0,Routine - Unscheduled,80304_20170327_103156,Permit license or inspection report not posted,Low Risk,20170327,103156,2017-03-27,0,0,0,0,3,0,0
4970,4970,4970,41220,87271,Illy Caffe SF_Sansome,505 Sansome St Ste. 101,San Francisco,CA,94111,,,,,87271_20170912,9/12/2017 0:00,94.0,Routine - Unscheduled,87271_20170912_103141,Improper food labeling or menu misrepresentation,Low Risk,20170912,103141,2017-09-12,0,0,2,0,0,0,0
4977,4977,4977,41382,88524,McDonald's,255 Winston St,San Francisco,CA,,,,,14155253309.0,88524_20170530,5/30/2017 0:00,73.0,Routine - Unscheduled,88524_20170530_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170530,103144,2017-05-30,0,0,0,7,0,0,0
4980,4980,4980,41443,85971,"Asana, Inc.",1550 Bryant St #300,San Francisco,CA,94103,,,,14150246908.0,85971_20170731,7/31/2017 0:00,98.0,Routine - Unscheduled,85971_20170731_103143,Inadequate warewashing facilities or equipment,Low Risk,20170731,103143,2017-07-31,0,0,1,0,0,0,0
4982,4982,4982,41553,74305,Luke's Local,1750 Cesar Chavez St Unit E,San Francisco,CA,94124,,,,,74305_20170522,5/22/2017 0:00,83.0,Routine - Unscheduled,74305_20170522_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170522,103153,2017-05-22,0,0,0,5,0,0,0
4984,4984,4984,41582,76588,Arlequin Wine Merchant,384 A Hayes St,San Francisco,CA,94102,,,,,76588_20170912,9/12/2017 0:00,98.0,Routine - Unscheduled,76588_20170912_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170912,103153,2017-09-12,0,0,1,0,0,0,0
4989,4989,4989,41725,71034,Cafe Algiers & Deli,50 Beale St Suite 103,San Francisco,CA,94105,,,,,71034_20170105,1/5/2017 0:00,81.0,Routine - Unscheduled,71034_20170105_103148,No thermometers or uncalibrated thermometers,Low Risk,20170105,103148,2017-01-05,0,0,0,0,5,0,0
4991,4991,4991,41744,81713,Julie's Kitchen,50 Post St,San Francisco,CA,94104,,,,,81713_20170613,6/13/2017 0:00,92.0,Routine - Unscheduled,81713_20170613_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170613,103124,2017-06-13,0,0,0,2,0,0,0
4998,4998,4998,41902,88459,Philz Coffee,1110 Ocean Ave,San Francisco,CA,94112,,,,14155835933.0,88459_20170727,7/27/2017 0:00,91.0,Routine - Unscheduled,88459_20170727_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170727,103154,2017-07-27,0,0,2,0,0,0,0
4999,4999,4999,41962,78070,Uno Dos Taco,595 Market St Suite 160,San Francisco,CA,94105,,,,,78070_20170117,1/17/2017 0:00,76.0,Routine - Unscheduled,78070_20170117_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170117,103119,2017-01-17,0,4,0,0,6,0,0
5001,5001,5001,41987,89071,Street Taco,83 9th St.,San Francisco,CA,94103,,,,,89071_20170525,5/25/2017 0:00,84.0,Routine - Unscheduled,89071_20170525_103109,Unclean or unsanitary food contact surfaces,High Risk,20170525,103109,2017-05-25,0,0,0,3,0,0,0
5014,5014,5014,42365,88705,Loma Linda Taco Truck,2509 Bayshore Blvd,San Francisco,CA,94134,,,,,88705_20170125,1/25/2017 0:00,,Structural Inspection,88705_20170125_103156,Permit license or inspection report not posted,Low Risk,20170125,103156,2017-01-25,0,0,0,0,1,0,0
5015,5015,5015,42367,86925,Bon Appetit @ Linked In,222 2nd St 17th Floor,San Francisco,CA,94105,,,,,86925_20170920,9/20/2017 0:00,96.0,Routine - Unscheduled,86925_20170920_103129,Insufficient hot water or running water,Moderate Risk,20170920,103129,2017-09-20,0,0,1,0,0,0,0
5017,5017,5017,42442,86587,Above and Beyond Catering,2565 03rd St  #336,San Francisco,CA,94107,,,,14155304825.0,86587_20161209,12/9/2016 0:00,94.0,Routine - Unscheduled,86587_20161209_103133,Foods not protected from contamination,Moderate Risk,20161209,103133,2016-12-09,0,0,0,0,2,1,0
5018,5018,5018,42454,81298,The Sanctuary Shelter,201 08th St,San Francisco,CA,94103,,,,14155483300.0,81298_20170327,3/27/2017 0:00,96.0,Routine - Unscheduled,81298_20170327_103150,Improper or defective plumbing,Low Risk,20170327,103150,2017-03-27,0,0,0,0,2,0,0
5021,5021,5021,42536,87795,Blanc et Rouge,2 Embarcadero Center  Street Level,San Francisco,CA,94111,,,,,87795_20170227,2/27/2017 0:00,94.0,Routine - Unscheduled,87795_20170227_103138,Improper storage use or identification of toxic substances,Low Risk,20170227,103138,2017-02-27,0,0,0,0,3,0,0
5025,5025,5025,42686,81064,Organic Chef Catering,1760 Cesar Chavez St F,San Francisco,CA,94124,,,,14155645300.0,81064_20170522,5/22/2017 0:00,96.0,Routine - Unscheduled,81064_20170522_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170522,103119,2017-05-22,0,0,0,1,0,0,0
5027,5027,5027,42719,83969,Moscone West Lobby 2,800 Howard St,San Francisco,CA,94103,,,,,83969_20170303,3/3/2017 0:00,96.0,Routine - Unscheduled,83969_20170303_103120,Moderate risk food holding temperature,Moderate Risk,20170303,103120,2017-03-03,0,0,0,0,1,0,0
5031,5031,5031,42813,70141,Tank 18 Winery,1345 Howard St,San Francisco,CA,94103,,,,,70141_20170223,2/23/2017 0:00,98.0,Routine - Unscheduled,70141_20170223_103145,Improper storage of equipment utensils or linens,Low Risk,20170223,103145,2017-02-23,0,0,0,0,1,0,0
5032,5032,5032,42895,79491,Giddy,2299 Market St B,San Francisco,CA,94114,,,,14155292499.0,79491_20170901,9/1/2017 0:00,96.0,Routine - Unscheduled,79491_20170901_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170901,103119,2017-09-01,0,0,1,0,0,0,0
5037,5037,5037,43207,90096,Neighbor Bakehouse,2343 3rd St Suite 100,San Francisco,CA,94107,,,,,90096_20161229,12/29/2016 0:00,91.0,Routine - Unscheduled,90096_20161229_103165,No plan review or Building Permit,Low Risk,20161229,103165,2016-12-29,0,0,0,0,2,0,0
5044,5044,5044,43441,74191,Andersen Bread,2 Embarcadero Center  R-2203-4,San Francisco,CA,94111,,,,,74191_20170925,9/25/2017 0:00,86.0,Routine - Unscheduled,74191_20170925_103114,High risk vermin infestation,High Risk,20170925,103114,2017-09-25,0,0,2,0,0,0,0
5050,5050,5050,43644,89560,Smitten Ice Cream,432 Octavia St #1a,San Francisco,CA,94102,,,,,89560_20170906,9/6/2017 0:00,96.0,Routine - Unscheduled,89560_20170906_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170906,103124,2017-09-06,0,0,1,0,0,0,0
5073,5073,5073,44495,90315,BeQue Restaurant,1581 Webster St 145,San Francisco,CA,94115,,,,14158231170.0,90315_20170329,3/29/2017 0:00,90.0,Routine - Unscheduled,90315_20170329_103143,Inadequate warewashing facilities or equipment,Low Risk,20170329,103143,2017-03-29,0,0,0,0,3,0,0
5079,5079,5079,44650,77550,Mangiare,301 A Executive Park Blvd,San Francisco,CA,94134,,,,,77550_20170124,1/24/2017 0:00,87.0,Routine - Unscheduled,77550_20170124_103102,Unclean hands or improper use of gloves,High Risk,20170124,103102,2017-01-24,0,0,0,0,3,0,0
5080,5080,5080,44651,78405,Cockscomb Restaurant,564 04th St,San Francisco,CA,94107,,,,14155970700.0,78405_20170808,8/8/2017 0:00,85.0,Routine - Unscheduled,78405_20170808_103131,Moderate risk vermin infestation,Moderate Risk,20170808,103131,2017-08-08,0,0,3,0,0,0,0
5084,5084,5084,44822,89839,Cooksoo Truck LLC,Approved Private Locations,San Francisco,CA,,,,,14151275462.0,89839_20170420,4/20/2017 0:00,96.0,Routine - Unscheduled,89839_20170420_103129,Insufficient hot water or running water,Moderate Risk,20170420,103129,2017-04-20,0,0,0,1,0,0,0
5090,5090,5090,44922,71988,Mikes Grocery & Liquor,2499 Mission St,San Francisco,CA,94110,,,,14155550816.0,71988_20170801,8/1/2017 0:00,98.0,Routine - Unscheduled,71988_20170801_103161,Low risk vermin infestation,Low Risk,20170801,103161,2017-08-01,0,0,1,0,0,0,0
5092,5092,5092,45053,77901,"The Estate Kitchen, LLC",799 Bryant St,San Francisco,CA,94107,,,,,77901_20170706,7/6/2017 0:00,90.0,Routine - Unscheduled,77901_20170706_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170706,103154,2017-07-06,0,0,3,0,0,0,0
5097,5097,5097,45297,84708,Specialty's Cafe & Bakery,100 California St,San Francisco,CA,94111,,,,,84708_20151125,11/25/2015 0:00,,New Construction,84708_20151125_103156,Permit license or inspection report not posted,Low Risk,20151125,103156,2015-11-25,0,0,0,0,0,0,1
5101,5101,5101,45537,80592,Chapel Hill Coffee LLC,670 B Commercial St,San Francisco,CA,94111,,,,14155948119.0,80592_20170110,1/10/2017 0:00,96.0,Routine - Unscheduled,80592_20170110_103157,Food safety certificate or food handler card not available,Low Risk,20170110,103157,2017-01-10,0,0,0,0,2,0,0
5107,5107,5107,45873,91817,Starbucks #49304,580 California St Suite 150,San Francisco,CA,94104,,,,,91817_20170828,8/28/2017 0:00,93.0,Routine - Unscheduled,91817_20170828_103102,Unclean hands or improper use of gloves,High Risk,20170828,103102,2017-08-28,0,0,1,0,0,0,0
5116,5116,5116,46363,5281,Eva's Catering,Pier 45,San Francisco,CA,94122,,,,14155821026.0,5281_20170320,3/20/2017 0:00,79.0,Routine - Unscheduled,5281_20170320_103103,High risk food holding temperature,High Risk,20170320,103103,2017-03-20,0,0,0,0,5,0,0
5118,5118,5118,46384,82932,The Storehouse,451 Galvez Ave,San Francisco,CA,94124,,,,,82932_20170125,1/25/2017 0:00,96.0,Routine - Unscheduled,82932_20170125_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170125,103119,2017-01-25,0,0,0,0,1,0,0
5120,5120,5120,46528,89093,Small Foods,303 2nd,San Francisco,CA,94107,,,,,89093_20161220,12/20/2016 0:00,94.0,Routine - Unscheduled,89093_20161220_103120,Moderate risk food holding temperature,Moderate Risk,20161220,103120,2016-12-20,0,0,0,0,2,0,0
5122,5122,5122,46639,88554,Express Liquor and Pupuseria,4715 Geary Blvd,San Francisco,CA,94118,,,,14155663534.0,88554_20170213,2/13/2017 0:00,88.0,Routine - Unscheduled,88554_20170213_103133,Foods not protected from contamination,Moderate Risk,20170213,103133,2017-02-13,0,0,0,0,4,4,0
5124,5124,5124,46647,68714,S & P Concessions - MV Golden Gate Ferry,Ferry Plaza Pier,San Francisco,CA,94111,,,,,68714_20170123,1/23/2017 0:00,98.0,Routine - Unscheduled,68714_20170123_103143,Inadequate warewashing facilities or equipment,Low Risk,20170123,103143,2017-01-23,0,0,0,0,1,0,0
5125,5125,5125,46718,90433,Gaga's Rollin Diner,Off the Grid,San Francisco,CA,,,,,14157653116.0,90433_20170429,4/29/2017 0:00,94.0,Routine - Unscheduled,90433_20170429_103120,Moderate risk food holding temperature,Moderate Risk,20170429,103120,2017-04-29,0,0,0,2,0,0,0
5131,5131,5131,46969,90974,Beard Papa's,99 Yerba Buena Lane,San Francisco,CA,94103,,,,,90974_20170823,8/23/2017 0:00,92.0,Routine - Unscheduled,90974_20170823_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170823,103119,2017-08-23,0,0,2,0,0,0,0
5134,5134,5134,47018,90213,Senor Sisig (#6),Off the Grid,San Francisco,CA,,,,,14155605048.0,90213_20170810,8/10/2017 0:00,98.0,Routine - Unscheduled,90213_20170810_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170810,103149,2017-08-10,0,0,1,0,0,0,0
5137,5137,5137,47114,86480,Queens Louisiana Po-Boy Cafe,Pier 33,San Francisco,CA,94111,,,,,86480_20180209,2/9/2018 0:00,88.0,Routine - Unscheduled,86480_20180209_103145,Improper storage of equipment utensils or linens,Low Risk,20180209,103145,2018-02-09,5,0,0,0,0,0,0
5139,5139,5139,47165,88915,Ssisso,1700 Post St A,San Francisco,CA,94115,,,,14155708134.0,88915_20160831,8/31/2016 0:00,,New Ownership,88915_20160831_103133,Foods not protected from contamination,Moderate Risk,20160831,103133,2016-08-31,0,0,0,0,0,3,0
5153,5153,5153,47819,81919,Sushirrito,388 Market St #107,San Francisco,CA,94111,,,,,81919_20170612,6/12/2017 0:00,96.0,Routine - Unscheduled,81919_20170612_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170612,103116,2017-06-12,0,0,0,1,0,0,0
5156,5156,5156,47965,89927,Planet Cafe,242-244 Gough St,San Francisco,CA,94102,,,,,89927_20170321,3/21/2017 0:00,86.0,Routine - Unscheduled,89927_20170321_103138,Improper storage use or identification of toxic substances,Low Risk,20170321,103138,2017-03-21,0,0,0,0,4,0,0
5165,5165,5165,48579,71640,Beluga Restaurant,5323 Geary Blvd,San Francisco,CA,94121,,,,14155517718.0,71640_20170919,9/19/2017 0:00,98.0,Routine - Unscheduled,71640_20170919_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170919,103144,2017-09-19,0,0,1,0,0,0,0
5167,5167,5167,48725,88711,Oza OZa,1700 Post St K,San Francisco,CA,94115,,,,14155305906.0,88711_20170405,4/5/2017 0:00,96.0,Routine - Unscheduled,88711_20170405_103132,Improper thawing methods,Moderate Risk,20170405,103132,2017-04-05,0,0,0,1,0,0,0
5174,5174,5174,49041,91847,Home Skillet SF,1001 Market St.,San Francisco,CA,94103,,,,,91847_20180208,2/8/2018 0:00,88.0,Routine - Unscheduled,91847_20180208_103133,Foods not protected from contamination,Moderate Risk,20180208,103133,2018-02-08,3,0,0,0,0,0,0
5175,5175,5175,49081,83755,Heyday,555 Mission St,San Francisco,CA,94105,,,,,83755_20170303,3/3/2017 0:00,96.0,Routine - Unscheduled,83755_20170303_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170303,103119,2017-03-03,0,0,0,0,1,0,0
5177,5177,5177,49268,89834,Belcampo Meat Company LLC,"337 Seawall Lot A,  Land Area 1-1",San Francisco,CA,94158,,,,,89834_20170511,5/11/2017 0:00,96.0,Routine - Unscheduled,89834_20170511_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170511,103119,2017-05-11,0,0,0,1,0,0,0
5181,5181,5181,49659,92537,Dottie's True Blue Cafe,28 6th St.,San Francisco,CA,94103,,,,,92537_20180212,2/12/2018 0:00,88.0,Routine - Unscheduled,92537_20180212_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180212,103124,2018-02-12,4,0,0,0,0,0,0
5189,5189,5189,49748,84393,SF Food Market,4614 03rd St,San Francisco,CA,94124,,,,,84393_20170919,9/19/2017 0:00,84.0,Routine - Unscheduled,84393_20170919_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170919,103119,2017-09-19,0,0,5,0,0,0,6
5191,5191,5191,49782,93883,Doughp,Pier 39  Space D-13,San Francisco,CA,94133,,,,,93883_20180209,2/9/2018 0:00,98.0,Routine - Unscheduled,93883_20180209_103154,Unclean or degraded floors walls or ceilings,Low Risk,20180209,103154,2018-02-09,1,0,0,0,0,0,0
5193,5193,5193,49793,89344,Me and Tasty,3970 17th St B,San Francisco,CA,94114,,,,14155344266.0,89344_20170824,8/24/2017 0:00,85.0,Routine - Unscheduled,89344_20170824_103133,Foods not protected from contamination,Moderate Risk,20170824,103133,2017-08-24,0,0,3,0,0,0,0
5196,5196,5196,49861,84338,Tacos El Gondo,Off The Grid,San Francisco,CA,,,,,,84338_20161007,10/7/2016 0:00,88.0,Routine - Unscheduled,84338_20161007_103147,Inadequate ventilation or lighting,Low Risk,20161007,103147,2016-10-07,0,0,0,0,4,0,0
5204,5204,5204,50237,89080,Stanza Coffee,3126 16 St,San Francisco,CA,94102,,,,14155625523.0,89080_20171201,12/1/2017 0:00,92.0,Routine - Unscheduled,89080_20171201_103131,Moderate risk vermin infestation,Moderate Risk,20171201,103131,2017-12-01,0,2,0,0,0,0,0
5205,5205,5205,50355,92199,San Francisco Proper Hotel,1100 Market St,San Francisco,CA,94102,,,,,92199_20171130,11/30/2017 0:00,96.0,Routine - Unscheduled,92199_20171130_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171130,103124,2017-11-30,0,1,0,0,0,0,0
